CoflowID	FlowNum	Starttime	Endtime	Interval
COFLOWID13	14	1579853812.71	1579853926.41	113.701858997
COFLOWID20	7	1579853842.7	1579853958.29	115.581940889
COFLOWID7	73	1579853797.72	1579854416.4	618.68338418
COFLOWID14	137	1579853814.71	1579854599.11	784.401560783
COFLOWID16	5117	1579853823.7	1579871485.84	17662.138036
COFLOWID9	2912	1579853801.7	1579872756.54	18954.8403671
COFLOWID4	3132	1579853746.7	1580019904.35	166157.652486
COFLOWID12	20286	1579853812.7	1580520180.22	666367.515623
